cliente 19;RIO;CNF;2 dias;1 estrelas;R$ 1524
cliente 49;SSA;FLN;1 dias;2 estrelas;R$ 3489
cliente 92;SSA;FLN;5 dias;4 estrelas;R$ 3653
cliente 11;RIO;SSA;2 dias;3 estrelas;R$ 1049
cliente 55;SAO;CNF;2 dias;4 estrelas;R$ 5216
cliente 50;RIO;PMW;3 dias;4 estrelas;R$ 4285
cliente 14;SAO;BEL;2 dias;5 estrelas;R$ 4423
cliente 69;SAO;RIO;5 dias;4 estrelas;R$ 4233
cliente 75;BEL;SSA;3 dias;5 estrelas;R$ 2953
cliente 87;PMW;SSA;3 dias;1 estrelas;R$ 4446
cliente 74;RIO;CNF;2 dias;3 estrelas;R$ 4840
cliente 16;RIO;FOR;5 dias;5 estrelas;R$ 1179
cliente 12;CNF;SSA;1 dias;1 estrelas;R$ 3236
cliente 96;BEL;POA;5 dias;4 estrelas;R$ 3211
cliente 84;FOR;REC;1 dias;5 estrelas;R$ 5175
cliente 98;FOR;FLN;4 dias;5 estrelas;R$ 2927
cliente 95;BEL;REC;1 dias;3 estrelas;R$ 4038
cliente 9;FLN;FOR;1 dias;4 estrelas;R$ 2957
cliente 37;FLN;CNF;5 dias;2 estrelas;R$ 4877
cliente 62;POA;BEL;3 dias;2 estrelas;R$ 1610
cliente 55;FOR;FLN;3 dias;2 estrelas;R$ 4786
cliente 90;SSA;PMW;3 dias;5 estrelas;R$ 3779
cliente 68;CNF;PMW;1 dias;1 estrelas;R$ 5823
cliente 57;BEL;RIO;2 dias;4 estrelas;R$ 5568
cliente 47;SSA;REC;3 dias;3 estrelas;R$ 4510
cliente 72;PMW;FOR;5 dias;5 estrelas;R$ 1796
cliente 97;PMW;BEL;2 dias;4 estrelas;R$ 2468
cliente 88;FOR;FLN;3 dias;1 estrelas;R$ 2607
cliente 66;POA;FOR;4 dias;5 estrelas;R$ 1380
cliente 66;FLN;BEL;3 dias;2 estrelas;R$ 5581
cliente 19;FOR;REC;2 dias;4 estrelas;R$ 2159
cliente 87;POA;FLN;3 dias;3 estrelas;R$ 1434
cliente 52;PMW;CNF;5 dias;5 estrelas;R$ 2735
cliente 55;BEL;REC;5 dias;1 estrelas;R$ 4633
cliente 33;BEL;CNF;2 dias;1 estrelas;R$ 3694
cliente 66;FOR;BEL;2 dias;4 estrelas;R$ 5084
cliente 99;CNF;SSA;4 dias;2 estrelas;R$ 4907
cliente 55;REC;POA;3 dias;5 estrelas;R$ 5255
cliente 92;FOR;REC;2 dias;3 estrelas;R$ 5931
