cliente 38;PMW;REC;2 dias;3 estrelas;R$ 1487
cliente 42;SAO;BEL;2 dias;1 estrelas;R$ 5319
cliente 88;FOR;CNF;3 dias;4 estrelas;R$ 4360
cliente 47;PMW;FOR;1 dias;5 estrelas;R$ 3308
cliente 89;BEL;CNF;3 dias;2 estrelas;R$ 5411
cliente 72;RIO;CNF;2 dias;5 estrelas;R$ 1105
cliente 4;BEL;FOR;5 dias;1 estrelas;R$ 5686
cliente 20;CNF;PMW;3 dias;1 estrelas;R$ 4365
cliente 47;RIO;POA;5 dias;3 estrelas;R$ 5315
cliente 75;SAO;REC;4 dias;2 estrelas;R$ 5794
cliente 87;POA;CNF;5 dias;1 estrelas;R$ 1277
cliente 40;POA;FLN;2 dias;1 estrelas;R$ 3700
cliente 64;POA;SAO;4 dias;3 estrelas;R$ 3666
cliente 73;PMW;POA;3 dias;3 estrelas;R$ 5646
cliente 2;REC;PMW;4 dias;4 estrelas;R$ 4818
cliente 61;FLN;REC;4 dias;3 estrelas;R$ 1621
cliente 62;CNF;PMW;1 dias;3 estrelas;R$ 4014
cliente 10;PMW;FOR;4 dias;3 estrelas;R$ 1744
cliente 66;REC;FLN;1 dias;2 estrelas;R$ 2068
cliente 84;FOR;FLN;3 dias;3 estrelas;R$ 2071
cliente 39;RIO;CNF;3 dias;4 estrelas;R$ 2120
cliente 35;CNF;SSA;2 dias;5 estrelas;R$ 4623
cliente 20;CNF;SAO;5 dias;1 estrelas;R$ 5397
cliente 13;SSA;FOR;5 dias;4 estrelas;R$ 5783
cliente 30;CNF;RIO;3 dias;5 estrelas;R$ 2697
cliente 61;REC;POA;2 dias;2 estrelas;R$ 1324
cliente 15;RIO;FOR;4 dias;2 estrelas;R$ 3319
cliente 97;RIO;PMW;3 dias;4 estrelas;R$ 2681
cliente 21;CNF;FLN;4 dias;3 estrelas;R$ 4022
cliente 54;FLN;REC;1 dias;5 estrelas;R$ 4131
cliente 17;FLN;RIO;1 dias;4 estrelas;R$ 2666
cliente 48;FLN;SAO;2 dias;4 estrelas;R$ 5730
cliente 82;SAO;SSA;1 dias;5 estrelas;R$ 5341
cliente 10;REC;SSA;5 dias;3 estrelas;R$ 3087
cliente 99;SSA;CNF;4 dias;2 estrelas;R$ 3436
cliente 17;PMW;SSA;2 dias;1 estrelas;R$ 1861
cliente 7;CNF;SAO;5 dias;3 estrelas;R$ 1040
cliente 6;RIO;FOR;4 dias;4 estrelas;R$ 2863
cliente 9;POA;PMW;3 dias;2 estrelas;R$ 3512
cliente 76;POA;FLN;2 dias;5 estrelas;R$ 4715
cliente 61;SSA;FOR;1 dias;1 estrelas;R$ 2284
cliente 62;FLN;RIO;4 dias;3 estrelas;R$ 5465
cliente 53;SAO;CNF;4 dias;2 estrelas;R$ 4966
cliente 12;RIO;POA;2 dias;5 estrelas;R$ 5831
cliente 52;REC;SAO;3 dias;1 estrelas;R$ 2782
cliente 10;POA;SAO;3 dias;1 estrelas;R$ 1890
cliente 17;BEL;PMW;1 dias;4 estrelas;R$ 3586
cliente 62;FLN;FOR;4 dias;5 estrelas;R$ 3995
cliente 69;BEL;SAO;5 dias;1 estrelas;R$ 4598
cliente 79;FOR;SAO;1 dias;5 estrelas;R$ 3356
cliente 67;SAO;FOR;2 dias;3 estrelas;R$ 4839
cliente 87;REC;FOR;1 dias;3 estrelas;R$ 3390
cliente 70;RIO;PMW;3 dias;5 estrelas;R$ 1391
cliente 86;REC;CNF;4 dias;5 estrelas;R$ 3472
cliente 65;POA;CNF;5 dias;5 estrelas;R$ 5549
cliente 32;BEL;FLN;3 dias;3 estrelas;R$ 5358
cliente 4;BEL;SSA;4 dias;2 estrelas;R$ 5948
cliente 28;FOR;POA;4 dias;2 estrelas;R$ 5068
cliente 30;POA;FOR;1 dias;4 estrelas;R$ 2333
cliente 64;SSA;FLN;3 dias;4 estrelas;R$ 2134
cliente 35;RIO;SSA;4 dias;5 estrelas;R$ 5410
cliente 97;POA;REC;1 dias;4 estrelas;R$ 2749
cliente 88;POA;RIO;3 dias;1 estrelas;R$ 1505
cliente 62;CNF;POA;5 dias;3 estrelas;R$ 5760
cliente 66;BEL;SAO;5 dias;3 estrelas;R$ 3499
cliente 57;FLN;PMW;4 dias;4 estrelas;R$ 3925
cliente 67;SSA;BEL;2 dias;4 estrelas;R$ 2319
cliente 36;FOR;FLN;2 dias;1 estrelas;R$ 2115
cliente 48;SSA;FOR;4 dias;1 estrelas;R$ 1560
cliente 79;REC;FLN;3 dias;3 estrelas;R$ 3683
cliente 41;BEL;RIO;3 dias;5 estrelas;R$ 1256
cliente 9;RIO;SSA;3 dias;2 estrelas;R$ 2138
cliente 68;SSA;RIO;3 dias;5 estrelas;R$ 5624
cliente 24;RIO;SAO;2 dias;3 estrelas;R$ 4975
cliente 56;SSA;FOR;4 dias;2 estrelas;R$ 5172
cliente 84;REC;FOR;2 dias;2 estrelas;R$ 5802
cliente 70;POA;PMW;1 dias;1 estrelas;R$ 2211
cliente 55;CNF;SSA;2 dias;2 estrelas;R$ 4820
cliente 56;PMW;POA;2 dias;4 estrelas;R$ 5981
cliente 31;SSA;FOR;3 dias;5 estrelas;R$ 4841
cliente 71;SSA;REC;4 dias;4 estrelas;R$ 2526
cliente 61;PMW;REC;1 dias;5 estrelas;R$ 3721
cliente 11;SSA;SAO;1 dias;1 estrelas;R$ 5069
cliente 49;POA;FOR;5 dias;2 estrelas;R$ 2233
cliente 47;SAO;SSA;1 dias;1 estrelas;R$ 4280
cliente 79;FLN;POA;1 dias;1 estrelas;R$ 5737
cliente 42;SSA;SAO;1 dias;1 estrelas;R$ 1795
cliente 59;RIO;CNF;5 dias;4 estrelas;R$ 3384
cliente 10;FLN;REC;4 dias;1 estrelas;R$ 4132
cliente 0;CNF;SAO;5 dias;2 estrelas;R$ 1637
cliente 18;RIO;BEL;5 dias;2 estrelas;R$ 3100
cliente 67;CNF;RIO;1 dias;2 estrelas;R$ 3397
cliente 95;REC;POA;4 dias;5 estrelas;R$ 4740
cliente 42;FLN;CNF;2 dias;4 estrelas;R$ 5171
cliente 22;FLN;POA;2 dias;3 estrelas;R$ 4598
cliente 36;REC;PMW;3 dias;2 estrelas;R$ 5759
cliente 47;SSA;POA;3 dias;3 estrelas;R$ 5402
cliente 20;PMW;SAO;3 dias;3 estrelas;R$ 3206
cliente 64;FOR;FLN;3 dias;3 estrelas;R$ 1383
cliente 16;POA;RIO;3 dias;2 estrelas;R$ 5148
cliente 81;BEL;POA;5 dias;4 estrelas;R$ 3000
cliente 7;FLN;SSA;3 dias;3 estrelas;R$ 3748
cliente 76;REC;FOR;5 dias;3 estrelas;R$ 1448
cliente 97;POA;REC;3 dias;1 estrelas;R$ 1273
cliente 89;REC;RIO;5 dias;5 estrelas;R$ 5700
cliente 2;RIO;PMW;4 dias;1 estrelas;R$ 1671
cliente 66;RIO;REC;1 dias;4 estrelas;R$ 3454
cliente 31;FOR;PMW;5 dias;1 estrelas;R$ 5207
cliente 82;BEL;SSA;4 dias;3 estrelas;R$ 2128
cliente 18;POA;BEL;1 dias;4 estrelas;R$ 2179
cliente 34;FOR;RIO;1 dias;2 estrelas;R$ 1139
cliente 42;REC;SAO;5 dias;1 estrelas;R$ 2727
cliente 25;CNF;SAO;2 dias;3 estrelas;R$ 5504
cliente 12;SAO;BEL;1 dias;3 estrelas;R$ 1328
cliente 78;FLN;BEL;3 dias;3 estrelas;R$ 5376
cliente 30;BEL;REC;4 dias;2 estrelas;R$ 5871
cliente 92;FLN;BEL;3 dias;3 estrelas;R$ 5149
cliente 77;RIO;CNF;2 dias;5 estrelas;R$ 5991
cliente 28;PMW;SAO;5 dias;5 estrelas;R$ 3295
cliente 57;SSA;POA;1 dias;3 estrelas;R$ 1309
cliente 67;RIO;FLN;1 dias;5 estrelas;R$ 5681
cliente 26;PMW;FLN;3 dias;5 estrelas;R$ 2878
cliente 7;CNF;SAO;2 dias;3 estrelas;R$ 1994
cliente 97;POA;REC;3 dias;3 estrelas;R$ 3706
cliente 26;REC;FLN;4 dias;4 estrelas;R$ 4206
cliente 0;RIO;SSA;4 dias;3 estrelas;R$ 2758
cliente 31;POA;FOR;1 dias;5 estrelas;R$ 3698
cliente 3;RIO;FOR;5 dias;3 estrelas;R$ 2599
cliente 90;BEL;RIO;5 dias;2 estrelas;R$ 1871
cliente 52;SSA;BEL;5 dias;5 estrelas;R$ 4386
cliente 60;CNF;SAO;4 dias;3 estrelas;R$ 4902
cliente 58;RIO;SSA;1 dias;2 estrelas;R$ 2719
cliente 72;RIO;SAO;1 dias;3 estrelas;R$ 2315
cliente 30;SAO;POA;2 dias;4 estrelas;R$ 4413
cliente 80;SSA;POA;5 dias;5 estrelas;R$ 4549
cliente 23;SSA;BEL;1 dias;2 estrelas;R$ 5824
cliente 95;PMW;REC;4 dias;2 estrelas;R$ 1466
cliente 9;FOR;RIO;1 dias;2 estrelas;R$ 2584
cliente 32;REC;BEL;2 dias;2 estrelas;R$ 4248
cliente 65;FLN;BEL;1 dias;4 estrelas;R$ 4003
cliente 33;CNF;REC;4 dias;3 estrelas;R$ 4702
cliente 11;SAO;BEL;5 dias;5 estrelas;R$ 4178
cliente 78;FOR;CNF;4 dias;1 estrelas;R$ 4889
cliente 45;PMW;FLN;1 dias;5 estrelas;R$ 3896
cliente 73;FOR;FLN;4 dias;1 estrelas;R$ 4611
cliente 68;SAO;CNF;5 dias;2 estrelas;R$ 5942
cliente 64;POA;FOR;5 dias;5 estrelas;R$ 2738
cliente 64;FLN;POA;5 dias;5 estrelas;R$ 2164
cliente 34;CNF;PMW;2 dias;3 estrelas;R$ 1948
cliente 38;REC;SAO;4 dias;1 estrelas;R$ 4087
cliente 48;SAO;PMW;1 dias;2 estrelas;R$ 2356
cliente 87;POA;SAO;3 dias;2 estrelas;R$ 3114
cliente 6;BEL;POA;1 dias;2 estrelas;R$ 1991
cliente 23;REC;SSA;2 dias;1 estrelas;R$ 4914
cliente 89;CNF;FOR;4 dias;5 estrelas;R$ 3962
cliente 55;FOR;REC;2 dias;1 estrelas;R$ 4669
cliente 72;POA;RIO;5 dias;1 estrelas;R$ 4852
cliente 52;FOR;SAO;3 dias;1 estrelas;R$ 1922
cliente 31;BEL;CNF;3 dias;2 estrelas;R$ 5456
cliente 18;CNF;RIO;5 dias;5 estrelas;R$ 1324
cliente 88;BEL;REC;4 dias;5 estrelas;R$ 4363
cliente 39;PMW;FLN;3 dias;1 estrelas;R$ 3568
cliente 78;FOR;FLN;4 dias;5 estrelas;R$ 2143
cliente 21;SSA;BEL;4 dias;1 estrelas;R$ 4828
cliente 87;FLN;SAO;5 dias;1 estrelas;R$ 1590
cliente 75;PMW;BEL;5 dias;1 estrelas;R$ 1464
cliente 52;SSA;RIO;4 dias;1 estrelas;R$ 5241
cliente 19;SSA;BEL;1 dias;3 estrelas;R$ 1297
cliente 15;RIO;BEL;5 dias;3 estrelas;R$ 5623
cliente 34;SAO;FOR;2 dias;5 estrelas;R$ 1024
cliente 66;BEL;REC;1 dias;2 estrelas;R$ 4045
cliente 1;REC;RIO;2 dias;1 estrelas;R$ 1576
cliente 29;SSA;CNF;5 dias;4 estrelas;R$ 5937
cliente 97;PMW;RIO;2 dias;1 estrelas;R$ 2853
cliente 71;PMW;POA;2 dias;2 estrelas;R$ 1361
cliente 68;PMW;SSA;5 dias;1 estrelas;R$ 5657
cliente 96;SAO;BEL;2 dias;5 estrelas;R$ 3019
cliente 0;BEL;SAO;4 dias;2 estrelas;R$ 3226
cliente 9;FLN;PMW;3 dias;5 estrelas;R$ 3101
cliente 43;SSA;FOR;4 dias;1 estrelas;R$ 5285
cliente 96;FLN;CNF;3 dias;1 estrelas;R$ 1164
cliente 46;FOR;REC;1 dias;1 estrelas;R$ 3224
cliente 81;SAO;POA;2 dias;4 estrelas;R$ 5026
cliente 58;SAO;PMW;2 dias;5 estrelas;R$ 1041
cliente 32;SSA;RIO;3 dias;2 estrelas;R$ 2285
cliente 75;SSA;FOR;5 dias;5 estrelas;R$ 1556
cliente 3;FOR;SSA;1 dias;3 estrelas;R$ 3237
cliente 50;POA;FLN;4 dias;2 estrelas;R$ 2999
cliente 4;BEL;PMW;1 dias;4 estrelas;R$ 4016
cliente 81;PMW;FOR;2 dias;3 estrelas;R$ 5589
cliente 45;CNF;BEL;5 dias;2 estrelas;R$ 1173
cliente 72;SSA;SAO;3 dias;4 estrelas;R$ 5584
cliente 91;PMW;REC;2 dias;3 estrelas;R$ 1181
cliente 78;PMW;SAO;5 dias;4 estrelas;R$ 1051
cliente 31;RIO;REC;2 dias;2 estrelas;R$ 2413
cliente 95;CNF;SAO;2 dias;5 estrelas;R$ 1580
cliente 93;SSA;REC;5 dias;5 estrelas;R$ 1823
cliente 62;BEL;REC;1 dias;1 estrelas;R$ 5731
cliente 89;PMW;POA;1 dias;3 estrelas;R$ 4930
cliente 28;SSA;CNF;3 dias;2 estrelas;R$ 2493
cliente 71;BEL;CNF;3 dias;3 estrelas;R$ 5761
cliente 89;BEL;PMW;5 dias;2 estrelas;R$ 5481
cliente 33;PMW;CNF;4 dias;5 estrelas;R$ 5272
cliente 69;BEL;SSA;1 dias;4 estrelas;R$ 2841
cliente 92;SSA;BEL;4 dias;3 estrelas;R$ 2786
cliente 60;FOR;SAO;1 dias;4 estrelas;R$ 5207
cliente 70;BEL;REC;5 dias;4 estrelas;R$ 3883
cliente 6;BEL;PMW;2 dias;1 estrelas;R$ 5078
cliente 59;BEL;PMW;3 dias;3 estrelas;R$ 2995
cliente 13;RIO;SAO;1 dias;5 estrelas;R$ 2298
cliente 89;PMW;FLN;1 dias;5 estrelas;R$ 2757
cliente 26;FOR;PMW;1 dias;2 estrelas;R$ 3646
cliente 50;SAO;PMW;4 dias;3 estrelas;R$ 4528
cliente 65;FOR;REC;3 dias;3 estrelas;R$ 2834
cliente 69;BEL;FOR;5 dias;5 estrelas;R$ 3444
cliente 97;REC;POA;4 dias;4 estrelas;R$ 5062
cliente 61;RIO;PMW;4 dias;5 estrelas;R$ 5160
cliente 55;FLN;SAO;5 dias;1 estrelas;R$ 4653
cliente 37;POA;RIO;3 dias;3 estrelas;R$ 3781
cliente 19;SSA;REC;2 dias;2 estrelas;R$ 3244
cliente 31;SAO;PMW;5 dias;1 estrelas;R$ 4606
cliente 35;CNF;RIO;5 dias;3 estrelas;R$ 2662
cliente 1;CNF;PMW;1 dias;4 estrelas;R$ 3926
cliente 79;FOR;POA;2 dias;1 estrelas;R$ 5208
cliente 23;POA;FOR;4 dias;5 estrelas;R$ 5891
cliente 9;SAO;REC;2 dias;3 estrelas;R$ 5456
cliente 73;POA;PMW;3 dias;2 estrelas;R$ 3201
cliente 36;POA;BEL;2 dias;4 estrelas;R$ 2240
cliente 29;PMW;SSA;2 dias;3 estrelas;R$ 1625
cliente 18;PMW;RIO;1 dias;5 estrelas;R$ 3048
cliente 12;SSA;REC;3 dias;3 estrelas;R$ 3647
cliente 69;SSA;PMW;3 dias;2 estrelas;R$ 5592
cliente 59;PMW;FLN;3 dias;2 estrelas;R$ 1564
cliente 60;REC;BEL;3 dias;3 estrelas;R$ 5585
cliente 83;SAO;FLN;3 dias;2 estrelas;R$ 1766
cliente 73;FOR;POA;3 dias;4 estrelas;R$ 4286
cliente 90;FOR;BEL;5 dias;4 estrelas;R$ 1102
cliente 95;FOR;SSA;1 dias;4 estrelas;R$ 4523
cliente 17;FLN;CNF;4 dias;2 estrelas;R$ 5801
cliente 27;POA;FOR;4 dias;3 estrelas;R$ 1560
cliente 39;POA;BEL;3 dias;3 estrelas;R$ 3456
cliente 78;SAO;PMW;2 dias;1 estrelas;R$ 2456
cliente 85;FLN;REC;4 dias;2 estrelas;R$ 4267
cliente 99;FLN;BEL;3 dias;1 estrelas;R$ 4537
cliente 92;BEL;PMW;2 dias;4 estrelas;R$ 3530
cliente 48;FOR;CNF;4 dias;1 estrelas;R$ 3579
cliente 16;RIO;BEL;3 dias;1 estrelas;R$ 2820
cliente 11;FLN;POA;1 dias;3 estrelas;R$ 2589
cliente 45;SSA;FOR;2 dias;5 estrelas;R$ 5404
cliente 36;POA;BEL;4 dias;3 estrelas;R$ 2534
cliente 58;RIO;POA;5 dias;1 estrelas;R$ 5925
cliente 88;BEL;POA;3 dias;1 estrelas;R$ 3634
cliente 28;REC;BEL;5 dias;4 estrelas;R$ 1875
cliente 30;CNF;RIO;2 dias;3 estrelas;R$ 4992
cliente 1;SSA;PMW;2 dias;3 estrelas;R$ 3615
cliente 52;PMW;SAO;5 dias;5 estrelas;R$ 1250
cliente 60;CNF;FLN;5 dias;3 estrelas;R$ 5494
cliente 36;FOR;SSA;3 dias;4 estrelas;R$ 3577
cliente 30;PMW;SSA;5 dias;2 estrelas;R$ 5492
cliente 87;POA;FOR;2 dias;5 estrelas;R$ 3561
cliente 46;PMW;FOR;3 dias;3 estrelas;R$ 5469
cliente 90;SAO;PMW;5 dias;2 estrelas;R$ 4781
cliente 44;FOR;FLN;4 dias;3 estrelas;R$ 5790
cliente 16;PMW;FOR;3 dias;4 estrelas;R$ 5290
cliente 19;FOR;CNF;5 dias;2 estrelas;R$ 3851
cliente 72;FLN;FOR;2 dias;5 estrelas;R$ 2422
cliente 19;FLN;RIO;4 dias;2 estrelas;R$ 1753
cliente 64;SSA;BEL;1 dias;4 estrelas;R$ 3296
cliente 65;SSA;CNF;3 dias;5 estrelas;R$ 5872
cliente 21;BEL;FOR;4 dias;2 estrelas;R$ 2366
cliente 7;RIO;FOR;5 dias;4 estrelas;R$ 4187
cliente 20;POA;PMW;3 dias;3 estrelas;R$ 3829
cliente 31;PMW;POA;4 dias;3 estrelas;R$ 1360
cliente 25;FLN;CNF;1 dias;1 estrelas;R$ 2042
cliente 16;CNF;PMW;5 dias;1 estrelas;R$ 4008
cliente 34;PMW;FOR;5 dias;2 estrelas;R$ 5507
cliente 63;FLN;SAO;4 dias;1 estrelas;R$ 2261
cliente 38;SSA;RIO;4 dias;1 estrelas;R$ 4532
cliente 42;RIO;CNF;5 dias;3 estrelas;R$ 4422
cliente 95;SSA;BEL;4 dias;5 estrelas;R$ 5529
